WorkerId,RequesterFeedback,WorkTimeInSeconds,Input.media-link,Input.task_description,Input.image_url_1,Answer.Label,Answer.Sentiment
AO9YO8LW3AWGC,,6,https://s3-us-west-2.amazonaws.com/audio-segments/p4/copiersegments/53.wav,Copy two singled-sided documents onto 2-sides of another piece of paper. Make two copies.,https://s3-us-west-2.amazonaws.com/audio-segments/printer.jpg,Procedure,Positive
A1YYS1AMSXSGOH,,22,https://s3-us-west-2.amazonaws.com/audio-segments/p4/copiersegments/53.wav,Copy two singled-sided documents onto 2-sides of another piece of paper. Make two copies.,https://s3-us-west-2.amazonaws.com/audio-segments/printer.jpg,Reading,Positive
A24J49GQTKPH0T,,50,https://s3-us-west-2.amazonaws.com/audio-segments/p4/copiersegments/53.wav,Copy two singled-sided documents onto 2-sides of another piece of paper. Make two copies.,https://s3-us-west-2.amazonaws.com/audio-segments/printer.jpg,Reading,Positive
A36MOV8E6SYHCR,,92,https://s3-us-west-2.amazonaws.com/audio-segments/p4/copiersegments/53.wav,Copy two singled-sided documents onto 2-sides of another piece of paper. Make two copies.,https://s3-us-west-2.amazonaws.com/audio-segments/printer.jpg,Reading,Neutral
A1YGSIQI52QT9L,,30,https://s3-us-west-2.amazonaws.com/audio-segments/p4/copiersegments/53.wav,Copy two singled-sided documents onto 2-sides of another piece of paper. Make two copies.,https://s3-us-west-2.amazonaws.com/audio-segments/printer.jpg,Reading,Neutral
A3E4I2AYEZGYT5,,22,https://s3-us-west-2.amazonaws.com/audio-segments/p4/copiersegments/53.wav,Copy two singled-sided documents onto 2-sides of another piece of paper. Make two copies.,https://s3-us-west-2.amazonaws.com/audio-segments/printer.jpg,Reading,Neutral
A3EQ7WQPG0RVWY,,33,https://s3-us-west-2.amazonaws.com/audio-segments/p4/copiersegments/53.wav,Copy two singled-sided documents onto 2-sides of another piece of paper. Make two copies.,https://s3-us-west-2.amazonaws.com/audio-segments/printer.jpg,Reading,Neutral
A11RW2ST75JQZN,,19,https://s3-us-west-2.amazonaws.com/audio-segments/p4/copiersegments/53.wav,Copy two singled-sided documents onto 2-sides of another piece of paper. Make two copies.,https://s3-us-west-2.amazonaws.com/audio-segments/printer.jpg,Reading,Neutral
A3VG66B6CI1EXN,,17,https://s3-us-west-2.amazonaws.com/audio-segments/p4/copiersegments/53.wav,Copy two singled-sided documents onto 2-sides of another piece of paper. Make two copies.,https://s3-us-west-2.amazonaws.com/audio-segments/printer.jpg,Reading,Positive
ADKZT38GVYPKG,,92,https://s3-us-west-2.amazonaws.com/audio-segments/p4/copiersegments/53.wav,Copy two singled-sided documents onto 2-sides of another piece of paper. Make two copies.,https://s3-us-west-2.amazonaws.com/audio-segments/printer.jpg,Reading,Neutral
A15CZ7PS8YOWXI,,88,https://s3-us-west-2.amazonaws.com/audio-segments/p4/copiersegments/53.wav,Copy two singled-sided documents onto 2-sides of another piece of paper. Make two copies.,https://s3-us-west-2.amazonaws.com/audio-segments/printer.jpg,Reading,Neutral
A3QZMGTVA4VO44,,63,https://s3-us-west-2.amazonaws.com/audio-segments/p4/copiersegments/59.wav,Copy two singled-sided documents onto 2-sides of another piece of paper. Make two copies.,https://s3-us-west-2.amazonaws.com/audio-segments/printer.jpg,Procedure,Positive
A2WE2OQTRCUBK1,,294,https://s3-us-west-2.amazonaws.com/audio-segments/p4/copiersegments/59.wav,Copy two singled-sided documents onto 2-sides of another piece of paper. Make two copies.,https://s3-us-west-2.amazonaws.com/audio-segments/printer.jpg,Procedure,Neutral
A9Y1HKUEOOEPM,,52,https://s3-us-west-2.amazonaws.com/audio-segments/p4/copiersegments/59.wav,Copy two singled-sided documents onto 2-sides of another piece of paper. Make two copies.,https://s3-us-west-2.amazonaws.com/audio-segments/printer.jpg,Procedure,Positive
A2MFM5YJB1YEUM,,51,https://s3-us-west-2.amazonaws.com/audio-segments/p4/copiersegments/59.wav,Copy two singled-sided documents onto 2-sides of another piece of paper. Make two copies.,https://s3-us-west-2.amazonaws.com/audio-segments/printer.jpg,Reading,Negative
A7XES6A0JZ15C,,56,https://s3-us-west-2.amazonaws.com/audio-segments/p4/copiersegments/59.wav,Copy two singled-sided documents onto 2-sides of another piece of paper. Make two copies.,https://s3-us-west-2.amazonaws.com/audio-segments/printer.jpg,Procedure,Positive
A1YGSIQI52QT9L,,29,https://s3-us-west-2.amazonaws.com/audio-segments/p4/copiersegments/59.wav,Copy two singled-sided documents onto 2-sides of another piece of paper. Make two copies.,https://s3-us-west-2.amazonaws.com/audio-segments/printer.jpg,Procedure,Neutral
A3E4I2AYEZGYT5,,32,https://s3-us-west-2.amazonaws.com/audio-segments/p4/copiersegments/59.wav,Copy two singled-sided documents onto 2-sides of another piece of paper. Make two copies.,https://s3-us-west-2.amazonaws.com/audio-segments/printer.jpg,Observation,Neutral
A2DJX7M6NQ51K4,,47,https://s3-us-west-2.amazonaws.com/audio-segments/p4/copiersegments/59.wav,Copy two singled-sided documents onto 2-sides of another piece of paper. Make two copies.,https://s3-us-west-2.amazonaws.com/audio-segments/printer.jpg,Procedure,Negative
A31ZCD1L0AKXWO,,38,https://s3-us-west-2.amazonaws.com/audio-segments/p4/copiersegments/59.wav,Copy two singled-sided documents onto 2-sides of another piece of paper. Make two copies.,https://s3-us-west-2.amazonaws.com/audio-segments/printer.jpg,Procedure,Neutral
A3TZ5ZEWHMZ1X3,,33,https://s3-us-west-2.amazonaws.com/audio-segments/p4/copiersegments/59.wav,Copy two singled-sided documents onto 2-sides of another piece of paper. Make two copies.,https://s3-us-west-2.amazonaws.com/audio-segments/printer.jpg,Procedure,Negative
A2SIQDQ7C9O7M5,,55,https://s3-us-west-2.amazonaws.com/audio-segments/p4/copiersegments/59.wav,Copy two singled-sided documents onto 2-sides of another piece of paper. Make two copies.,https://s3-us-west-2.amazonaws.com/audio-segments/printer.jpg,Procedure,Neutral
A2MLOF6VG898LQ,,58,https://s3-us-west-2.amazonaws.com/audio-segments/p3/copiersegments/7.wav,Copy two singled-sided documents onto 2-sides of another piece of paper. Make two copies.,https://s3-us-west-2.amazonaws.com/audio-segments/printer.jpg,Procedure,Positive
A24J49GQTKPH0T,,25,https://s3-us-west-2.amazonaws.com/audio-segments/p3/copiersegments/7.wav,Copy two singled-sided documents onto 2-sides of another piece of paper. Make two copies.,https://s3-us-west-2.amazonaws.com/audio-segments/printer.jpg,Observation,Negative
A3E4I2AYEZGYT5,,26,https://s3-us-west-2.amazonaws.com/audio-segments/p3/copiersegments/7.wav,Copy two singled-sided documents onto 2-sides of another piece of paper. Make two copies.,https://s3-us-west-2.amazonaws.com/audio-segments/printer.jpg,Observation,Negative
A3VG66B6CI1EXN,,27,https://s3-us-west-2.amazonaws.com/audio-segments/p3/copiersegments/7.wav,Copy two singled-sided documents onto 2-sides of another piece of paper. Make two copies.,https://s3-us-west-2.amazonaws.com/audio-segments/printer.jpg,Observation,Negative
A2Y28BK20CM1YQ,,30,https://s3-us-west-2.amazonaws.com/audio-segments/p3/copiersegments/7.wav,Copy two singled-sided documents onto 2-sides of another piece of paper. Make two copies.,https://s3-us-west-2.amazonaws.com/audio-segments/printer.jpg,Observation,Negative
A1YGSIQI52QT9L,,36,https://s3-us-west-2.amazonaws.com/audio-segments/p3/copiersegments/7.wav,Copy two singled-sided documents onto 2-sides of another piece of paper. Make two copies.,https://s3-us-west-2.amazonaws.com/audio-segments/printer.jpg,Procedure,Neutral
ADKZT38GVYPKG,,30,https://s3-us-west-2.amazonaws.com/audio-segments/p3/copiersegments/7.wav,Copy two singled-sided documents onto 2-sides of another piece of paper. Make two copies.,https://s3-us-west-2.amazonaws.com/audio-segments/printer.jpg,Observation,Negative
A2NJTYYY37DNO,,8,https://s3-us-west-2.amazonaws.com/audio-segments/p3/copiersegments/7.wav,Copy two singled-sided documents onto 2-sides of another piece of paper. Make two copies.,https://s3-us-west-2.amazonaws.com/audio-segments/printer.jpg,Observation,Positive
A2XKQ7CM69H6K9,,26,https://s3-us-west-2.amazonaws.com/audio-segments/p3/copiersegments/7.wav,Copy two singled-sided documents onto 2-sides of another piece of paper. Make two copies.,https://s3-us-west-2.amazonaws.com/audio-segments/printer.jpg,Observation,Negative
A101438119EY4YTNP0TZC,,74,https://s3-us-west-2.amazonaws.com/audio-segments/p3/copiersegments/7.wav,Copy two singled-sided documents onto 2-sides of another piece of paper. Make two copies.,https://s3-us-west-2.amazonaws.com/audio-segments/printer.jpg,Procedure,Negative
A22DDO8NILSX6O,,50,https://s3-us-west-2.amazonaws.com/audio-segments/p3/copiersegments/7.wav,Copy two singled-sided documents onto 2-sides of another piece of paper. Make two copies.,https://s3-us-west-2.amazonaws.com/audio-segments/printer.jpg,Observation,Negative
A3VG66B6CI1EXN,,16,https://s3-us-west-2.amazonaws.com/audio-segments/p8/coffeemachinesegments/60.wav,Program the coffee machine to make 2 cups of strong flavor drip coffee at 7:30 in the morning,https://s3-us-west-2.amazonaws.com/audio-segments/coffee-machine.jpg,Reading,Positive
ADKZT38GVYPKG,,59,https://s3-us-west-2.amazonaws.com/audio-segments/p8/coffeemachinesegments/60.wav,Program the coffee machine to make 2 cups of strong flavor drip coffee at 7:30 in the morning,https://s3-us-west-2.amazonaws.com/audio-segments/coffee-machine.jpg,Reading,Neutral
A2E9KXD8HNF124,,37,https://s3-us-west-2.amazonaws.com/audio-segments/p8/coffeemachinesegments/60.wav,Program the coffee machine to make 2 cups of strong flavor drip coffee at 7:30 in the morning,https://s3-us-west-2.amazonaws.com/audio-segments/coffee-machine.jpg,Reading,Neutral
A1YGSIQI52QT9L,,15,https://s3-us-west-2.amazonaws.com/audio-segments/p8/coffeemachinesegments/60.wav,Program the coffee machine to make 2 cups of strong flavor drip coffee at 7:30 in the morning,https://s3-us-west-2.amazonaws.com/audio-segments/coffee-machine.jpg,Procedure,Positive
A24RJ8NXCZGR7Z,,28,https://s3-us-west-2.amazonaws.com/audio-segments/p8/coffeemachinesegments/60.wav,Program the coffee machine to make 2 cups of strong flavor drip coffee at 7:30 in the morning,https://s3-us-west-2.amazonaws.com/audio-segments/coffee-machine.jpg,Reading,Positive
A2LN42YO5UY41W,,492,https://s3-us-west-2.amazonaws.com/audio-segments/p8/coffeemachinesegments/60.wav,Program the coffee machine to make 2 cups of strong flavor drip coffee at 7:30 in the morning,https://s3-us-west-2.amazonaws.com/audio-segments/coffee-machine.jpg,Reading,Neutral
A3E4I2AYEZGYT5,,13,https://s3-us-west-2.amazonaws.com/audio-segments/p8/coffeemachinesegments/60.wav,Program the coffee machine to make 2 cups of strong flavor drip coffee at 7:30 in the morning,https://s3-us-west-2.amazonaws.com/audio-segments/coffee-machine.jpg,Reading,Neutral
A2NJTYYY37DNO,,7,https://s3-us-west-2.amazonaws.com/audio-segments/p8/coffeemachinesegments/60.wav,Program the coffee machine to make 2 cups of strong flavor drip coffee at 7:30 in the morning,https://s3-us-west-2.amazonaws.com/audio-segments/coffee-machine.jpg,Procedure,Neutral
AXJND2BH6C55U,,15,https://s3-us-west-2.amazonaws.com/audio-segments/p8/coffeemachinesegments/60.wav,Program the coffee machine to make 2 cups of strong flavor drip coffee at 7:30 in the morning,https://s3-us-west-2.amazonaws.com/audio-segments/coffee-machine.jpg,Reading,Neutral
A2XKQ7CM69H6K9,,14,https://s3-us-west-2.amazonaws.com/audio-segments/p8/coffeemachinesegments/60.wav,Program the coffee machine to make 2 cups of strong flavor drip coffee at 7:30 in the morning,https://s3-us-west-2.amazonaws.com/audio-segments/coffee-machine.jpg,Reading,Neutral
A2Y28BK20CM1YQ,,18,https://s3-us-west-2.amazonaws.com/audio-segments/p8/coffeemachinesegments/60.wav,Program the coffee machine to make 2 cups of strong flavor drip coffee at 7:30 in the morning,https://s3-us-west-2.amazonaws.com/audio-segments/coffee-machine.jpg,Reading,Neutral
APSYYW8MQ3DYB,,30,https://s3-us-west-2.amazonaws.com/audio-segments/p4/coffeemachinesegments/21.wav,Program the coffee machine to make 2 cups of strong flavor drip coffee at 7:30 in the morning,https://s3-us-west-2.amazonaws.com/audio-segments/coffee-machine.jpg,Reading,Neutral
A3TZ5ZEWHMZ1X3,,40,https://s3-us-west-2.amazonaws.com/audio-segments/p4/coffeemachinesegments/21.wav,Program the coffee machine to make 2 cups of strong flavor drip coffee at 7:30 in the morning,https://s3-us-west-2.amazonaws.com/audio-segments/coffee-machine.jpg,Reading,Neutral
A15CZ7PS8YOWXI,,30,https://s3-us-west-2.amazonaws.com/audio-segments/p4/coffeemachinesegments/21.wav,Program the coffee machine to make 2 cups of strong flavor drip coffee at 7:30 in the morning,https://s3-us-west-2.amazonaws.com/audio-segments/coffee-machine.jpg,Observation,Positive
A31ZCD1L0AKXWO,,35,https://s3-us-west-2.amazonaws.com/audio-segments/p4/coffeemachinesegments/21.wav,Program the coffee machine to make 2 cups of strong flavor drip coffee at 7:30 in the morning,https://s3-us-west-2.amazonaws.com/audio-segments/coffee-machine.jpg,Reading,Negative
A9Y1HKUEOOEPM,,43,https://s3-us-west-2.amazonaws.com/audio-segments/p4/coffeemachinesegments/21.wav,Program the coffee machine to make 2 cups of strong flavor drip coffee at 7:30 in the morning,https://s3-us-west-2.amazonaws.com/audio-segments/coffee-machine.jpg,Reading,Positive
A1YGSIQI52QT9L,,57,https://s3-us-west-2.amazonaws.com/audio-segments/p4/coffeemachinesegments/21.wav,Program the coffee machine to make 2 cups of strong flavor drip coffee at 7:30 in the morning,https://s3-us-west-2.amazonaws.com/audio-segments/coffee-machine.jpg,Reading,Neutral
A3QQJISUKWNE0,,8,https://s3-us-west-2.amazonaws.com/audio-segments/p4/coffeemachinesegments/21.wav,Program the coffee machine to make 2 cups of strong flavor drip coffee at 7:30 in the morning,https://s3-us-west-2.amazonaws.com/audio-segments/coffee-machine.jpg,Observation,Positive
A2F7DHQAMWJ5NF,,40,https://s3-us-west-2.amazonaws.com/audio-segments/p4/coffeemachinesegments/21.wav,Program the coffee machine to make 2 cups of strong flavor drip coffee at 7:30 in the morning,https://s3-us-west-2.amazonaws.com/audio-segments/coffee-machine.jpg,Reading,Neutral
A2Y28BK20CM1YQ,,28,https://s3-us-west-2.amazonaws.com/audio-segments/p4/coffeemachinesegments/21.wav,Program the coffee machine to make 2 cups of strong flavor drip coffee at 7:30 in the morning,https://s3-us-west-2.amazonaws.com/audio-segments/coffee-machine.jpg,Reading,Neutral
A5PBAAFBSG92V,,28,https://s3-us-west-2.amazonaws.com/audio-segments/p4/coffeemachinesegments/21.wav,Program the coffee machine to make 2 cups of strong flavor drip coffee at 7:30 in the morning,https://s3-us-west-2.amazonaws.com/audio-segments/coffee-machine.jpg,Reading,Neutral
A2NJTYYY37DNO,,23,https://s3-us-west-2.amazonaws.com/audio-segments/p4/coffeemachinesegments/21.wav,Program the coffee machine to make 2 cups of strong flavor drip coffee at 7:30 in the morning,https://s3-us-west-2.amazonaws.com/audio-segments/coffee-machine.jpg,Explanation,Neutral
A1YYS1AMSXSGOH,,20,https://s3-us-west-2.amazonaws.com/audio-segments/p3/coffeemachinesgements/55.wav,Program the coffee machine to make 2 cups of strong flavor drip coffee at 7:30 in the morning,https://s3-us-west-2.amazonaws.com/audio-segments/coffee-machine.jpg,Procedure,Positive
A31ZCD1L0AKXWO,,28,https://s3-us-west-2.amazonaws.com/audio-segments/p3/coffeemachinesgements/55.wav,Program the coffee machine to make 2 cups of strong flavor drip coffee at 7:30 in the morning,https://s3-us-west-2.amazonaws.com/audio-segments/coffee-machine.jpg,Observation,Positive
A3TZ5ZEWHMZ1X3,,17,https://s3-us-west-2.amazonaws.com/audio-segments/p3/coffeemachinesgements/55.wav,Program the coffee machine to make 2 cups of strong flavor drip coffee at 7:30 in the morning,https://s3-us-west-2.amazonaws.com/audio-segments/coffee-machine.jpg,Procedure,Neutral
A9Y1HKUEOOEPM,,34,https://s3-us-west-2.amazonaws.com/audio-segments/p3/coffeemachinesgements/55.wav,Program the coffee machine to make 2 cups of strong flavor drip coffee at 7:30 in the morning,https://s3-us-west-2.amazonaws.com/audio-segments/coffee-machine.jpg,Observation,Positive
A3E4I2AYEZGYT5,,281,https://s3-us-west-2.amazonaws.com/audio-segments/p3/coffeemachinesgements/55.wav,Program the coffee machine to make 2 cups of strong flavor drip coffee at 7:30 in the morning,https://s3-us-west-2.amazonaws.com/audio-segments/coffee-machine.jpg,Observation,Neutral
A1YGSIQI52QT9L,,210,https://s3-us-west-2.amazonaws.com/audio-segments/p3/coffeemachinesgements/55.wav,Program the coffee machine to make 2 cups of strong flavor drip coffee at 7:30 in the morning,https://s3-us-west-2.amazonaws.com/audio-segments/coffee-machine.jpg,Explanation,Neutral
A3SEOHQOU2R8XW,,59,https://s3-us-west-2.amazonaws.com/audio-segments/p3/coffeemachinesgements/55.wav,Program the coffee machine to make 2 cups of strong flavor drip coffee at 7:30 in the morning,https://s3-us-west-2.amazonaws.com/audio-segments/coffee-machine.jpg,Observation,Positive
A2NJTYYY37DNO,,15,https://s3-us-west-2.amazonaws.com/audio-segments/p3/coffeemachinesgements/55.wav,Program the coffee machine to make 2 cups of strong flavor drip coffee at 7:30 in the morning,https://s3-us-west-2.amazonaws.com/audio-segments/coffee-machine.jpg,Procedure,Neutral
A3U9W1CONT4UJG,,20,https://s3-us-west-2.amazonaws.com/audio-segments/p3/coffeemachinesgements/55.wav,Program the coffee machine to make 2 cups of strong flavor drip coffee at 7:30 in the morning,https://s3-us-west-2.amazonaws.com/audio-segments/coffee-machine.jpg,Procedure,Positive
A3OZTRVA24QHP,,35,https://s3-us-west-2.amazonaws.com/audio-segments/p3/coffeemachinesgements/55.wav,Program the coffee machine to make 2 cups of strong flavor drip coffee at 7:30 in the morning,https://s3-us-west-2.amazonaws.com/audio-segments/coffee-machine.jpg,Procedure,Positive
ASN25PIODXIPJ,,21,https://s3-us-west-2.amazonaws.com/audio-segments/p3/coffeemachinesgements/55.wav,Program the coffee machine to make 2 cups of strong flavor drip coffee at 7:30 in the morning,https://s3-us-west-2.amazonaws.com/audio-segments/coffee-machine.jpg,Procedure,Positive
ASN25PIODXIPJ,,106,https://s3-us-west-2.amazonaws.com/audio-segments/p4/copiersegments/32.wav,Copy two singled-sided documents onto 2-sides of another piece of paper. Make two copies.,https://s3-us-west-2.amazonaws.com/audio-segments/printer.jpg,Observation,Positive
A5PBAAFBSG92V,,39,https://s3-us-west-2.amazonaws.com/audio-segments/p4/copiersegments/32.wav,Copy two singled-sided documents onto 2-sides of another piece of paper. Make two copies.,https://s3-us-west-2.amazonaws.com/audio-segments/printer.jpg,Reading,Neutral
A1YGSIQI52QT9L,,25,https://s3-us-west-2.amazonaws.com/audio-segments/p4/copiersegments/32.wav,Copy two singled-sided documents onto 2-sides of another piece of paper. Make two copies.,https://s3-us-west-2.amazonaws.com/audio-segments/printer.jpg,Observation,Positive
AXJND2BH6C55U,,21,https://s3-us-west-2.amazonaws.com/audio-segments/p4/copiersegments/32.wav,Copy two singled-sided documents onto 2-sides of another piece of paper. Make two copies.,https://s3-us-west-2.amazonaws.com/audio-segments/printer.jpg,Observation,Neutral
A2F7DHQAMWJ5NF,,82,https://s3-us-west-2.amazonaws.com/audio-segments/p4/copiersegments/32.wav,Copy two singled-sided documents onto 2-sides of another piece of paper. Make two copies.,https://s3-us-west-2.amazonaws.com/audio-segments/printer.jpg,Reading,Neutral
A15CZ7PS8YOWXI,,45,https://s3-us-west-2.amazonaws.com/audio-segments/p4/copiersegments/32.wav,Copy two singled-sided documents onto 2-sides of another piece of paper. Make two copies.,https://s3-us-west-2.amazonaws.com/audio-segments/printer.jpg,Observation,Neutral
A220DPW4A9PBGO,,42,https://s3-us-west-2.amazonaws.com/audio-segments/p4/copiersegments/32.wav,Copy two singled-sided documents onto 2-sides of another piece of paper. Make two copies.,https://s3-us-west-2.amazonaws.com/audio-segments/printer.jpg,Reading,Positive
A2NJTYYY37DNO,,7,https://s3-us-west-2.amazonaws.com/audio-segments/p4/copiersegments/32.wav,Copy two singled-sided documents onto 2-sides of another piece of paper. Make two copies.,https://s3-us-west-2.amazonaws.com/audio-segments/printer.jpg,Reading,Positive
A37J81HEYWFY3P,,30,https://s3-us-west-2.amazonaws.com/audio-segments/p4/copiersegments/32.wav,Copy two singled-sided documents onto 2-sides of another piece of paper. Make two copies.,https://s3-us-west-2.amazonaws.com/audio-segments/printer.jpg,Reading,Neutral
AK5YRGLG7QKI8,,62,https://s3-us-west-2.amazonaws.com/audio-segments/p4/copiersegments/32.wav,Copy two singled-sided documents onto 2-sides of another piece of paper. Make two copies.,https://s3-us-west-2.amazonaws.com/audio-segments/printer.jpg,Explanation,Neutral
A2SC7SYQ22RJBR,,66,https://s3-us-west-2.amazonaws.com/audio-segments/p4/copiersegments/32.wav,Copy two singled-sided documents onto 2-sides of another piece of paper. Make two copies.,https://s3-us-west-2.amazonaws.com/audio-segments/printer.jpg,Observation,Neutral
AXJND2BH6C55U,,18,https://s3-us-west-2.amazonaws.com/audio-segments/p4/copiersegments/46.wav,Copy two singled-sided documents onto 2-sides of another piece of paper. Make two copies.,https://s3-us-west-2.amazonaws.com/audio-segments/printer.jpg,Observation,Neutral
A2X09ALV857S5U,,60,https://s3-us-west-2.amazonaws.com/audio-segments/p4/copiersegments/46.wav,Copy two singled-sided documents onto 2-sides of another piece of paper. Make two copies.,https://s3-us-west-2.amazonaws.com/audio-segments/printer.jpg,Observation,Positive
A1YGSIQI52QT9L,,99,https://s3-us-west-2.amazonaws.com/audio-segments/p4/copiersegments/46.wav,Copy two singled-sided documents onto 2-sides of another piece of paper. Make two copies.,https://s3-us-west-2.amazonaws.com/audio-segments/printer.jpg,Procedure,Positive
A220DPW4A9PBGO,,34,https://s3-us-west-2.amazonaws.com/audio-segments/p4/copiersegments/46.wav,Copy two singled-sided documents onto 2-sides of another piece of paper. Make two copies.,https://s3-us-west-2.amazonaws.com/audio-segments/printer.jpg,Procedure,Positive
A3E4I2AYEZGYT5,,23,https://s3-us-west-2.amazonaws.com/audio-segments/p4/copiersegments/46.wav,Copy two singled-sided documents onto 2-sides of another piece of paper. Make two copies.,https://s3-us-west-2.amazonaws.com/audio-segments/printer.jpg,Observation,Neutral
A2F7DHQAMWJ5NF,,20,https://s3-us-west-2.amazonaws.com/audio-segments/p4/copiersegments/46.wav,Copy two singled-sided documents onto 2-sides of another piece of paper. Make two copies.,https://s3-us-west-2.amazonaws.com/audio-segments/printer.jpg,Observation,Positive
A15CZ7PS8YOWXI,,21,https://s3-us-west-2.amazonaws.com/audio-segments/p4/copiersegments/46.wav,Copy two singled-sided documents onto 2-sides of another piece of paper. Make two copies.,https://s3-us-west-2.amazonaws.com/audio-segments/printer.jpg,Observation,Negative
A3VG66B6CI1EXN,,21,https://s3-us-west-2.amazonaws.com/audio-segments/p4/copiersegments/46.wav,Copy two singled-sided documents onto 2-sides of another piece of paper. Make two copies.,https://s3-us-west-2.amazonaws.com/audio-segments/printer.jpg,Observation,Negative
A2NJTYYY37DNO,,21,https://s3-us-west-2.amazonaws.com/audio-segments/p4/copiersegments/46.wav,Copy two singled-sided documents onto 2-sides of another piece of paper. Make two copies.,https://s3-us-west-2.amazonaws.com/audio-segments/printer.jpg,Procedure,Positive
A17EHWQND2HPWE,,19,https://s3-us-west-2.amazonaws.com/audio-segments/p4/copiersegments/46.wav,Copy two singled-sided documents onto 2-sides of another piece of paper. Make two copies.,https://s3-us-west-2.amazonaws.com/audio-segments/printer.jpg,Observation,Neutral
A1M7RRHMZDU2GT,,31,https://s3-us-west-2.amazonaws.com/audio-segments/p4/copiersegments/46.wav,Copy two singled-sided documents onto 2-sides of another piece of paper. Make two copies.,https://s3-us-west-2.amazonaws.com/audio-segments/printer.jpg,Explanation,Neutral
A12HHNDG2XEP8U,,17,https://s3-us-west-2.amazonaws.com/audio-segments/p3/coffeemachinesgements/9.wav,Program the coffee machine to make 2 cups of strong flavor drip coffee at 7:30 in the morning,https://s3-us-west-2.amazonaws.com/audio-segments/coffee-machine.jpg,Observation,Negative
A36MOV8E6SYHCR,,4411,https://s3-us-west-2.amazonaws.com/audio-segments/p3/coffeemachinesgements/9.wav,Program the coffee machine to make 2 cups of strong flavor drip coffee at 7:30 in the morning,https://s3-us-west-2.amazonaws.com/audio-segments/coffee-machine.jpg,Observation,Neutral
A1GYJGULXV0NNK,,22,https://s3-us-west-2.amazonaws.com/audio-segments/p3/coffeemachinesgements/9.wav,Program the coffee machine to make 2 cups of strong flavor drip coffee at 7:30 in the morning,https://s3-us-west-2.amazonaws.com/audio-segments/coffee-machine.jpg,Observation,Positive
A9Y1HKUEOOEPM,,53,https://s3-us-west-2.amazonaws.com/audio-segments/p3/coffeemachinesgements/9.wav,Program the coffee machine to make 2 cups of strong flavor drip coffee at 7:30 in the morning,https://s3-us-west-2.amazonaws.com/audio-segments/coffee-machine.jpg,Observation,Neutral
